agent_run_id,instance_id,exit_status,resolved,api_calls,instance_cost,mini_version,system,user,assistant,tool,total
01d64b7b-9e56-4106-b0f0-9c0df7d011f8,django__django-11400,Submitted,0,21,0.490628,2.1.0,1,1,21,28,51
02e8349d-6e72-4c6d-8dc9-fda68484b5cb,sphinx-doc__sphinx-8035,Submitted,1,40,0.8673259999999999,2.1.0,1,1,40,50,92
04c1fc64-17c0-4903-854d-af51762337ac,django__django-11532,Submitted,1,32,0.5817630000000003,2.1.0,1,1,32,35,69
0577f4cd-ec66-4a77-a9b5-2e09c79af83b,sphinx-doc__sphinx-8548,Submitted,0,51,1.3295940000000002,2.1.0,1,1,51,61,114
06304cc4-ea4d-4680-bef2-a78af28c0972,astropy__astropy-8707,Submitted,0,35,0.9053564999999999,2.1.0,1,1,35,47,84
071bcd8a-a8a2-402f-931d-55cf53408f21,django__django-11149,Submitted,1,29,0.78522475,2.1.0,1,1,29,30,61
078cccac-72f4-4c39-ab7c-00fa57948b1d,astropy__astropy-13453,Submitted,1,48,1.1097202499999999,2.1.0,1,1,48,57,107
07a89db9-6689-4815-b60c-d1fd1571230c,pytest-dev__pytest-5840,Submitted,0,27,0.6231960000000002,2.1.0,1,1,27,36,65
0a14a0f1-7817-4b28-a971-5f13a82b95bc,sphinx-doc__sphinx-9698,Submitted,1,22,0.30893725,2.1.0,1,1,22,22,46
0ad49f7a-2863-4238-8cfd-7d3bb251fda1,django__django-13401,Submitted,1,21,0.3804965,2.1.0,1,1,21,22,45
0b5764d0-35c0-499a-b509-5a692a040bc2,django__django-16136,Submitted,1,19,0.4292055,2.1.0,1,1,19,19,40
0c69ca3e-3b3b-4e98-8026-916e90323208,matplotlib__matplotlib-13989,Submitted,1,19,0.39830350000000003,2.1.0,1,1,19,20,41
0cd68248-1f0e-4653-a3cf-e0e1e640898b,matplotlib__matplotlib-20826,Submitted,1,51,1.3130624999999998,2.1.0,1,1,51,54,107
0cd6a3cf-b556-49c6-b06a-a8cd2f1f5f97,pytest-dev__pytest-7490,Submitted,1,34,0.883284,2.1.0,1,1,34,44,80
0d3fe93a-036e-4f15-9e07-bf58955cea63,django__django-14351,Submitted,1,67,2.463750000000001,2.1.0,1,1,67,78,147
0da906be-5fe1-4d4c-98e3-a42028500569,sympy__sympy-12419,Submitted,1,53,1.05404625,2.1.0,1,1,53,69,124
0da92014-703b-4ee0-b9ef-59d1647b9a56,django__django-15916,Submitted,1,31,0.77822775,2.1.0,1,1,31,37,70
0e1f45af-06c1-464b-a3aa-8f089b09c164,pylint-dev__pylint-4604,Submitted,0,57,1.1499980000000003,2.1.0,1,1,57,62,121
0ebbb021-f0a7-4177-88ff-70d19b02f5c8,django__django-11749,Submitted,1,40,0.8986622499999999,2.1.0,1,1,40,44,86
0f29008e-462c-4247-bf15-c25d6060a2b3,psf__requests-1921,Submitted,1,30,0.8498187500000001,2.1.0,1,1,30,35,67
0fbf677a-68e6-4c1e-9a9c-ed3e451c1b37,django__django-11734,LimitsExceeded,0,61,3.0804792500000007,2.1.0,1,1,61,67,130
0fdfa282-d97b-4bf1-9352-62990144003e,django__django-15731,Submitted,1,15,0.22768700000000003,2.1.0,1,1,15,15,32
0fe13033-bc3a-4f34-bd3f-f0d2b96c5ec0,django__django-15569,Submitted,1,13,0.2140725,2.1.0,1,1,13,13,28
11165c40-6e76-46b4-8e49-5a8e606b8369,sphinx-doc__sphinx-11445,Submitted,1,39,0.710654,2.1.0,1,1,39,43,84
1232e361-246d-4e9e-9923-e37bb1573925,django__django-15499,Submitted,1,25,0.48371200000000003,2.1.0,1,1,25,27,54
125f2de2-238b-4b73-8309-768f84ce42c9,scikit-learn__scikit-learn-12973,Submitted,1,18,0.30730225,2.1.0,1,1,18,19,39
12984d20-e790-4e98-8f07-0fb961bc479a,sympy__sympy-22080,Submitted,0,41,0.9856275000000002,2.1.0,1,1,41,52,95
12c80b94-4285-4265-b0ad-4b7c00c296bb,sympy__sympy-19346,Submitted,1,21,0.3252205000000001,2.1.0,1,1,21,22,45
12dd8f93-fa57-4a22-8140-ad207d2f8998,django__django-16333,Submitted,1,30,0.4228180000000001,2.1.0,1,1,30,30,62
14d31d72-9bcf-4cf0-9438-ac5048fa1068,sphinx-doc__sphinx-9591,Submitted,1,39,0.622863,2.1.0,1,1,39,47,88
1511cd1d-9912-4cfc-89ed-e4ffab18f967,sphinx-doc__sphinx-8551,Submitted,1,41,0.88132575,2.1.0,1,1,41,49,92
1529a515-88e0-4355-9f48-86b413169d96,scikit-learn__scikit-learn-11310,Submitted,1,42,0.9468139999999998,2.1.0,1,1,42,48,92
15806c06-847c-4a22-8bd0-ff7a8d923859,django__django-15814,Submitted,1,22,0.31126649999999995,2.1.0,1,1,22,22,46
15f38ce9-50c8-494a-ba9d-625537db6853,django__django-12858,Submitted,1,30,0.5211742500000001,2.1.0,1,1,30,35,67
164ac867-e690-44cf-a58e-a3cd38d0ae90,django__django-16493,Submitted,1,23,0.41784100000000013,2.1.0,1,1,23,24,49
16a78a23-e2e4-4864-af32-5640d0ba49c7,sympy__sympy-22456,Submitted,1,26,0.36638350000000003,2.1.0,1,1,26,27,55
16ba1407-0abe-458c-a7aa-3dc12b49b62e,django__django-14373,Submitted,1,17,0.26562975000000005,2.1.0,1,1,17,18,37
