agent_run_id,instance_id,exit_status,resolved,api_calls,instance_cost,mini_version,system,user,assistant,tool,total
01b61529-5f4c-4e92-8340-27a6daca2562,scikit-learn__scikit-learn-25931,Submitted,1,43,0.4519580000000001,2.1.0,1,1,43,42,87
01cb3280-c073-4626-8cc2-6a37a7aa8d0a,django__django-13363,Submitted,1,10,0.16871425,2.1.0,1,1,10,11,23
02fd0e7f-3f67-4d1d-b74f-01926800c8ed,sphinx-doc__sphinx-7454,Submitted,1,70,1.6792084999999999,2.1.0,1,1,70,73,145
03795889-e054-4c7b-be4a-de4b871dba83,django__django-14434,Submitted,1,29,0.35253,2.1.0,1,1,29,30,61
046e73c9-c290-47a6-afa7-8124d471e6d1,django__django-14155,Submitted,0,25,0.39289525000000003,2.1.0,1,1,25,25,52
04b3dfe3-dc24-4bf6-8f66-30d06294f652,django__django-14559,Submitted,1,11,0.18402775000000002,2.1.0,1,1,11,10,23
05ea80c2-0be1-48a7-8190-59277b87c526,astropy__astropy-14096,Submitted,1,35,0.7350765000000001,2.1.0,1,1,35,34,71
0607ef60-263a-425a-82f5-701b048c6c30,pytest-dev__pytest-7236,Submitted,1,36,0.5470880000000001,2.1.0,1,1,36,38,76
0661d0fb-f418-4b6c-9960-e5eb4c8207d8,pydata__xarray-6461,Submitted,1,23,0.33703099999999997,2.1.0,1,1,23,25,50
066e69c2-a010-4c7d-b7b4-5f383daebd24,django__django-15814,Submitted,1,17,0.21569774999999997,2.1.0,1,1,17,17,36
0706ffa7-143b-4717-be24-6be3dd28f3fe,django__django-15375,Submitted,1,33,0.45683475,2.1.0,1,1,33,33,68
070bdee7-e4e2-4eaf-8eaa-87f65e063817,django__django-14011,Submitted,0,17,0.21875300000000003,2.1.0,1,1,17,18,37
07625a4a-3db4-4c13-bb20-2655c1e55bc0,matplotlib__matplotlib-24149,Submitted,1,15,0.1709585,2.1.0,1,1,15,15,32
07721490-ba82-408e-a8ca-bc5666a9528e,sympy__sympy-22714,Submitted,1,16,0.26395125,2.1.0,1,1,16,16,34
07f0a4ca-5c6b-4010-a2c5-6456f22e5cd4,pydata__xarray-6992,Submitted,0,24,0.34761774999999995,2.1.0,1,1,24,24,50
0897c890-dff9-477e-8f83-a03f8d019790,matplotlib__matplotlib-24870,Submitted,0,34,0.651818,2.1.0,1,1,34,35,71
090c1f1a-46e8-4660-8981-b8b922479753,sphinx-doc__sphinx-8548,Submitted,1,90,2.3667317499999996,2.1.0,1,1,90,92,184
09a3200a-23cc-49a4-ad15-c94645f56761,sympy__sympy-18189,Submitted,1,11,0.14381125,2.1.0,1,1,11,10,23
0ab64571-bee9-4507-aac2-bacff306496d,pydata__xarray-3151,Submitted,1,16,0.21753000000000003,2.1.0,1,1,16,16,34
0bcdb128-5de2-41d6-a119-554b6d560af2,django__django-15863,Submitted,1,24,0.30871075,2.1.0,1,1,24,23,49
0c2e8480-a869-4ac1-806f-0e808a60597a,astropy__astropy-14182,Submitted,0,45,0.5956535000000001,2.1.0,1,1,45,47,94
0c98f28f-c682-43b3-9eaf-86ad25473644,sphinx-doc__sphinx-9320,Submitted,1,28,0.32386999999999994,2.1.0,1,1,28,28,58
0c9afff2-dd8b-4c55-b3a7-7651956e6d97,sympy__sympy-20438,Submitted,0,38,0.7696642500000002,2.1.0,1,1,38,50,90
0ca3f1e5-c04c-42da-8440-50f8290c46aa,pytest-dev__pytest-10356,Submitted,0,33,0.47713524999999996,2.1.0,1,1,33,34,69
0d76e96d-a477-4b21-8358-a29c79d3c0ca,django__django-15851,Submitted,1,15,0.1920735,2.1.0,1,1,15,15,32
0dac41a5-b2cc-4596-ba0c-aff52ebe47b9,pytest-dev__pytest-8399,Submitted,1,28,0.25239199999999995,2.1.0,1,1,28,28,58
0dde7e33-08a7-418a-af58-89b17fb01f3f,django__django-13212,Submitted,0,30,0.5070277499999999,2.1.0,1,1,30,29,61
0fbd6e20-f79f-4856-861c-c5eb07063fcb,mwaskom__seaborn-3187,Submitted,0,74,1.4853972499999994,2.1.0,1,1,74,77,153
10792157-ba38-4e9c-b3c9-9bc8906a2f6f,django__django-16145,Submitted,1,12,0.1539335,2.1.0,1,1,12,12,26
111d6ff6-fbf0-46e0-82aa-c69956eae192,django__django-11163,Submitted,1,7,0.09886,2.1.0,1,1,7,6,15
114cbfd5-24c1-43cc-a8e5-7c2095eee62f,django__django-11433,Submitted,1,26,0.9334542499999999,2.1.0,1,1,26,31,59
117c8e21-7528-46d1-93e2-89f6076759d5,django__django-10880,Submitted,1,11,0.19337375000000004,2.1.0,1,1,11,10,23
1187ebfd-2fb2-43b7-a23a-737577b2bee1,django__django-14170,Submitted,0,51,0.75157675,2.1.0,1,1,51,51,104
11b7a321-b1a1-4b9a-a5f8-aef8bac11447,sympy__sympy-18211,Submitted,1,19,0.2310815,2.1.0,1,1,19,18,39
120d85c9-22ed-4ca9-b298-73d0c6a292a0,django__django-11206,Submitted,1,25,0.744143,2.1.0,1,1,25,24,51
121c95d9-a8a3-4c7c-a81b-66eba92642c5,sphinx-doc__sphinx-8035,Submitted,1,63,1.10199175,2.1.0,1,1,63,66,131
12703cf1-3e14-4289-a818-ddb7182eaa4f,pydata__xarray-4966,Submitted,1,31,0.44222075000000005,2.1.0,1,1,31,31,64
12ab7c35-7bf6-4eb8-8e20-f538de811d26,sphinx-doc__sphinx-9698,Submitted,1,9,0.10710350000000002,2.1.0,1,1,9,10,21
12cabc49-6693-490a-bd52-20652083af39,django__django-16901,Submitted,1,24,0.29025075,2.1.0,1,1,24,24,50
12d3a537-c02b-4647-827f-8dbaf189f3aa,scikit-learn__scikit-learn-25973,Submitted,1,35,0.44883049999999985,2.1.0,1,1,35,35,72
132779e8-245a-4839-8df7-bd71cee7e8d7,matplotlib__matplotlib-23299,Submitted,0,23,0.31780224999999995,2.1.0,1,1,23,24,49
134f8a3d-8c7c-4eaf-8919-a56234881a8e,pydata__xarray-3677,Submitted,1,14,0.17183400000000001,2.1.0,1,1,14,13,29
1397c813-43f5-444f-a285-5e2167274c26,django__django-13023,Submitted,1,12,0.15076299999999995,2.1.0,1,1,12,13,27
14335844-6e3a-4d18-9cfe-6334811d98bc,django__django-15525,Submitted,1,17,0.222796,2.1.0,1,1,17,17,36
14cabbab-0da1-4794-946c-188d156e673b,pylint-dev__pylint-7277,Submitted,1,16,0.20251124999999998,2.1.0,1,1,16,15,33
15604bb3-c777-4fd0-9727-24d771467db6,django__django-15037,Submitted,1,24,0.3603659999999999,2.1.0,1,1,24,26,52
165b4043-59ce-4cd6-b098-dbd9436dae14,sphinx-doc__sphinx-9258,Submitted,1,22,0.26279525,2.1.0,1,1,22,23,47
184cdb2e-7086-4286-ae78-16bf85d4c979,sphinx-doc__sphinx-8551,Submitted,1,37,0.53877025,2.1.0,1,1,37,38,77
184ceb73-4539-48d7-ae04-ab15ba363dc4,sympy__sympy-13647,Submitted,1,9,0.11981675,2.1.0,1,1,9,10,21
186fc273-dbea-41ed-8a09-37267f466ca4,django__django-13297,Submitted,1,30,0.8498449999999999,2.1.0,1,1,30,32,64
18aba11c-c678-4d16-933c-78b50be7ac27,matplotlib__matplotlib-25960,Submitted,1,72,1.51896525,2.1.0,1,1,72,71,145
19426b15-03fa-4b58-a7cf-1b0258482297,sphinx-doc__sphinx-7748,Submitted,0,43,0.8969627499999999,2.1.0,1,1,43,43,88
197c38ef-339e-4acf-84a3-0a0f6aead454,pytest-dev__pytest-5840,Submitted,0,50,1.07440425,2.1.0,1,1,50,54,106
1998797a-9a8a-4b59-825e-c86eea558951,django__django-17029,Submitted,1,9,0.14246550000000002,2.1.0,1,1,9,8,19
19b676de-1a72-4d01-83d0-2bb80e86e767,pylint-dev__pylint-6386,Submitted,0,49,0.6325167499999998,2.1.0,1,1,49,52,103
19fa0160-6dc2-407f-8883-92fab57dd377,django__django-11141,Submitted,0,20,0.2595835,2.1.0,1,1,20,20,42
1a1b0455-3327-45ef-b466-cfc5f8f94dec,django__django-13315,Submitted,0,29,0.3296200000000001,2.1.0,1,1,29,31,62
1b84717c-0dc3-48f5-a0e8-a108fec295ab,sympy__sympy-18763,Submitted,0,23,0.27998375000000014,2.1.0,1,1,23,23,48
1c1fee5f-050f-4a6b-be9f-6eeb1df20f26,django__django-13670,Submitted,1,11,0.16323625000000003,2.1.0,1,1,11,10,23
1c886921-6111-486b-98c5-97b0180e37a4,django__django-16661,Submitted,1,20,0.392292,2.1.0,1,1,20,20,42
1cc1f0d2-4e28-4340-a4f5-a9c4817dab2f,matplotlib__matplotlib-23476,Submitted,0,30,0.36974749999999995,2.1.0,1,1,30,31,63
1d827122-8eaf-4b96-ab58-f27b9b0d683e,django__django-16938,Submitted,0,23,0.2848412500000001,2.1.0,1,1,23,25,50
1dcd4da1-9d6d-405e-ba72-11e92c1016f6,django__django-11299,Submitted,1,21,0.27846375,2.1.0,1,1,21,23,46
1ed95f9e-8545-4a45-a2cd-23a0a7a9b2d5,django__django-11749,Submitted,1,18,0.22338800000000006,2.1.0,1,1,18,18,38
1f3f8c31-2ece-4905-9e6d-6f715b116bd9,django__django-12741,Submitted,1,8,0.13448725,2.1.0,1,1,8,10,20
1f666db4-f06d-471e-8bbf-d074f78de4a6,sympy__sympy-23950,Submitted,1,21,0.27700625,2.1.0,1,1,21,23,46
2014c430-9dfe-463b-82a3-0cba5169a008,django__django-13786,Submitted,1,20,0.25110225,2.1.0,1,1,20,21,43
20ae4483-b392-4cf0-b44c-f0075a79163c,scikit-learn__scikit-learn-10297,Submitted,1,29,0.31266175,2.1.0,1,1,29,28,59
2129e7c9-75d3-485c-bbc7-23e9bbdf2d3a,django__django-15252,Submitted,0,16,0.23364775,2.1.0,1,1,16,18,36
214b915f-5a20-4819-9260-292390843ce6,django__django-15731,Submitted,1,13,0.15978500000000004,2.1.0,1,1,13,12,27
219e4669-8fab-417b-847e-dc81094a961d,sympy__sympy-24443,Submitted,1,21,0.5759632499999999,2.1.0,1,1,21,21,44
21a90ccf-961b-4b3d-a29c-45a0d3f120d2,sympy__sympy-12481,Submitted,1,27,0.30415349999999997,2.1.0,1,1,27,27,56
221bb421-80d9-411c-9436-637215a5140e,scikit-learn__scikit-learn-15100,Submitted,1,15,0.19869575000000003,2.1.0,1,1,15,14,31
22946ae5-e180-4368-9200-0fedc2ec881c,django__django-13821,Submitted,1,17,0.268204,2.1.0,1,1,17,27,46
229e54a4-2fdf-4220-aee5-539a818b6737,django__django-14122,Submitted,1,31,0.516004,2.1.0,1,1,31,32,65
22a0027f-5f35-4e2b-8807-88d664f9d2e4,django__django-16263,LimitsExceeded,unknown,80,3.2862315000000004,2.1.0,1,1,80,84,166
